Player Name,Year,Rounds Played in Year,Average Fairway Percentage,Average Driving Distance,Average GIR,Average Putts,Average Scrambling,Average Score,Average SG Putts,Average SG Total,SG:OTT,SG:APR,SG:ARG,Top 10 Placements
Michael Sim,2010,64,63.35,283.3,65.34,28.75,61.58,70.896,0.518,0.235,-0.351,-0.237,0.306,3
Vijay Singh,2010,75,63.28,292.3,68.62,29.84,56.46,70.343,-0.739,0.753,0.369,0.979,0.145,2
Bryce Molder,2010,84,63.16,278,65.28,28.69,62.4,70.403,0.476,0.507,-0.406,0.235,0.205,6
Ryuji Imada,2010,90,63.11,278.7,64.51,28.4,63.13,70.753,0.551,0.286,-0.298,-0.207,0.24,2
Brian Stuard,2010,81,63.09,286.9,65.04,29.43,54.45,71.595,0.289,-0.746,-0.204,-0.77,-0.058,1
Chris Tidland,2010,77,63.08,288.1,66.36,29.22,57.47,71.255,0.231,-0.004,0.285,-0.508,-0.015,1
Chris Stroud,2010,90,62.98,287.2,69.31,29.77,57.4,70.966,0.062,0.229,0.01,0.077,0.081,2
Jeff Gove,2010,57,62.96,288.7,69.72,31,50.36,72.401,-0.947,-1.164,0.081,-0.045,-0.248,
Kevin Stadler,2010,86,62.96,290.2,67.95,29.53,56,71.149,-0.275,-0.221,0.237,0.12,-0.301,4
Adam Scott,2010,70,62.93,294.4,69.61,30.07,54.03,70.468,-0.746,0.862,0.472,1.164,-0.027,2
Lucas Glover,2010,75,62.84,295.7,67.42,29.65,54.15,70.949,-0.115,0.297,0.285,0.138,-0.006,3
Carl Pettersson,2010,99,62.82,282.1,63.8,28.24,62.06,70.552,0.818,0.554,-0.18,-0.152,0.069,4
Ian Poulter,2010,55,62.72,286.8,62.47,28.9,59.82,71.211,0.213,-0.335,-0.109,-0.655,0.221,2
Shaun Micheel,2010,70,62.67,283.2,64.61,28.77,61.27,70.499,0.235,0.487,-0.136,0.182,0.205,3
Rory McIlroy,2010,54,62.64,300,66.24,29.27,60.13,70.351,-0.225,0.714,0.698,0.271,-0.025,5
Nick Watney,2010,91,62.63,296.5,69.63,29.32,55.51,70.291,0.09,0.915,0.593,0.517,-0.304,6
Johnson Wagner,2010,85,62.59,282.4,68.24,29.52,58.1,71.113,0.065,-0.095,-0.356,0.323,-0.128,
Roger Tambellini,2010,77,62.57,292,69.73,30.71,54.26,71.969,-0.789,-0.925,0.085,-0.235,0,1
Greg Kraft,2010,52,62.5,273.2,60.63,29.78,53.37,73.07,-0.182,-2.041,-0.876,-0.572,-0.408,
Luke Donald,2010,71,62.36,277,65.28,28.46,65.41,69.85,0.87,1.493,-0.506,0.661,0.464,5
Mark Calcavecchia,2010,50,62.18,281,65.48,30.02,50.96,72.222,-0.871,-0.996,-0.177,0.363,-0.311,
Freddie Jacobson,2010,83,62.16,283.1,67.8,28.93,63.2,70.367,0.241,0.722,-0.064,0.302,0.241,3
Matt Every,2010,60,62.06,290.9,64.75,28.93,57.61,70.986,0.24,-0.073,0.166,-0.292,-0.185,1
Steve Marino,2010,81,61.96,290.6,67.49,29.53,56.33,70.875,0.261,0.567,0.27,-0.016,0.053,2
Steve Lowery,2010,67,61.9,286.2,65.52,30.03,50.38,72.202,-0.386,-1.177,0.122,-0.31,-0.607,
Jerod Turner,2010,54,61.66,279,58.94,29,50.88,72.602,-0.002,-1.885,-0.351,-1.179,-0.353,
Camilo Villegas,2010,78,61.66,289.6,66.05,29.43,57.5,70.425,-0.396,0.691,0.21,0.755,0.122,6
Charley Hoffman,2010,85,61.59,298.2,66.53,28.73,60.6,70.254,0.104,0.995,0.638,0.317,-0.065,3
Jonathan Byrd,2010,85,61.54,290.9,70,29.54,61.66,70.437,0.029,0.524,0.091,0.046,0.354,2
Greg Owen,2010,69,61.46,291.4,69,30.1,52.73,71.77,-0.641,-0.745,0.2,-0.103,-0.205,
Andrew McLardy,2010,52,61.43,289.9,65.97,29.69,53.4,72.217,-0.172,-1.005,0.079,-0.536,-0.375,
Bob Estes,2010,79,61.41,283.9,67.79,29.59,60.48,71.086,0.014,-0.048,-0.33,0.143,0.123,2
D.J. Trahan,2010,92,61.4,301.1,71.26,30.02,54.83,70.661,-0.467,0.494,0.692,0.45,-0.179,5
Paul Casey,2010,64,61.31,294.2,68.68,29.07,60.86,69.72,0.812,1.411,0.215,0.483,-0.111,5
Nathan Green,2010,86,61,279.5,63.18,28.94,60.18,71.421,0.339,-0.254,-0.566,-0.192,0.167,1
Jeev Milkha Singh,2010,59,60.94,287.3,65.28,29.08,63.69,70.631,-0.045,0.118,-0.092,-0.139,0.396,1
Bill Lunde,2010,79,60.71,288.9,65.85,29.77,57.48,71.688,-0.012,-0.466,-0.265,-0.263,0.068,3
Garth Mulroy,2010,53,60.7,295.6,70.07,30.18,53.41,72,-0.586,-0.436,0.124,0.178,-0.154,1
Ted Purdy,2010,86,60.61,290.8,63.96,29.61,52.44,71.824,-0.114,-0.892,-0.124,-0.405,-0.256,
Webb Simpson,2010,98,60.47,285.4,66.16,28.73,59.46,70.683,0.37,0.169,-0.308,-0.046,0.153,1
Michael Bradley,2010,77,60.37,281.5,68.65,29.62,59.47,71.498,-0.084,-0.392,-0.676,0.219,0.147,
Troy Matteson,2010,84,60.36,296.3,71.43,30.44,55.79,71.31,-0.445,-0.157,0.515,0.042,-0.269,2
Rory Sabbatini,2010,79,60.28,289.1,66.74,29.36,56.48,71.366,-0.202,0.16,0.3,-0.218,0.276,2
Chad Collins,2010,87,60.27,275.8,63.29,28.28,64.37,70.599,0.626,0.143,-0.66,-0.116,0.293,3
Martin Laird,2010,91,60.27,296.5,67.83,29.68,57.31,71.158,-0.304,0.145,0.354,0.143,-0.049,2
Brett Quigley,2010,96,60.26,283.2,70.12,29.94,57.93,71.082,0.078,0.065,-0.422,0.425,-0.016,1
Ernie Els,2010,72,60.16,288.4,67.86,28.99,61.23,69.843,0.33,1.322,0.215,0.735,0.043,6
Roland Thatcher,2010,72,60.04,288,65.9,29.69,57.24,71.82,-0.384,-0.788,-0.061,-0.095,-0.253,1
Chris Wilson,2010,65,59.93,291.7,63.28,29.56,53.85,72.682,-0.668,-1.631,-0.112,-0.629,-0.221,
Lee Janzen,2010,77,59.91,287.7,67.68,29.38,57.81,71.194,-0.302,-0.199,-0.177,0.192,0.086,1
Greg Chalmers,2010,93,59.8,275.5,66.01,28.53,64.32,70.732,0.772,0.354,-0.555,0.06,0.07,2
Stuart Appleby,2010,101,59.75,289,61.84,28.89,58.82,70.954,-0.056,0.13,-0.236,0.077,0.348,3
Brad Faxon,2010,58,59.47,271.4,59.05,29.02,47.49,73.116,0.426,-2.093,-1.343,-0.622,-0.553,
Troy Merritt,2010,86,59.37,288.2,65.48,28.96,54.98,71.486,0.512,-0.437,-0.177,-0.45,-0.326,1
Joe Ogilvie,2010,99,59.32,285.9,66.07,29.23,56.69,71.296,0.096,-0.249,-0.005,-0.19,-0.142,1
Cameron Percy,2010,73,58.93,294,70.42,30.13,56.91,71.622,-0.491,-0.236,-0.128,0.589,-0.206,
Cameron Tringale,2010,55,58.71,294.5,70.18,30.45,53.23,71.598,-0.711,-0.465,0.131,-0.055,0.167,
Alex Prugh,2010,88,58.4,295.7,68.6,29.47,55.35,70.878,0.202,0.092,0.39,-0.304,-0.197,3
Ricky Barnes,2010,103,58.37,285.5,68.23,29.32,59.59,70.47,0.021,0.604,-0.244,0.675,0.149,6
Marc Leishman,2010,87,58.37,295,66.67,29.44,56.9,70.769,-0.146,0.418,0.074,0.417,0.072,2
Geoff Ogilvy,2010,62,57.94,287,67.69,29.22,56.16,70.764,0.37,0.735,-0.165,0.488,0.041,1
Brett Wetterich,2010,54,57.82,307.3,68.11,29.8,58.71,70.847,-0.126,0.107,0.415,0.106,-0.291,
Jason Day,2010,82,57.78,298.2,67.68,29.15,60.38,70.274,-0.009,0.738,0.254,0.054,0.444,3
Ryan Palmer,2010,84,57.23,295.8,65.48,28.77,55.56,70.824,0.433,0.294,0.175,0.01,-0.324,3
Matt Bettencourt,2010,91,57.16,294,60.17,28.46,57.98,71.575,0.368,-0.487,0.089,-0.831,-0.111,1
David Duval,2010,71,57.08,286.9,66.1,29.48,52.26,71.688,0.12,-0.278,-0.354,0.202,-0.245,1
Matt Jones,2010,89,57.07,293.3,65.29,28.65,60.61,70.605,0.509,0.495,-0.122,-0.219,0.321,5
James Driscoll,2010,78,56.96,293.9,66.81,29.31,58.15,70.954,0.315,0.056,-0.014,-0.26,0.019,1
Padraig Harrington,2010,57,56.7,292.1,61.9,28.3,61.2,70.174,0.267,1.063,-0.104,0.524,0.379,5
Aaron Baddeley,2010,94,56.65,298.9,64.6,28.57,57.1,70.995,0.509,0.208,0.112,-0.797,0.391,1
David Lutterus,2010,69,56.61,291.9,64.29,29.86,54.81,72.17,-0.33,-1.044,-0.368,-0.439,0.1,
Dustin Johnson,2010,83,56.35,308.5,67.95,29.37,55.81,70.135,0.112,0.979,0.76,0.288,-0.179,5
Scott Piercy,2010,88,56.03,296.8,67.74,29.11,54.79,71.196,0.215,-0.004,-0.013,-0.065,-0.142,2
Vance Veazey,2010,58,55.88,284.3,62.71,29.58,50.72,72.323,-0.109,-1.444,-1.117,-0.084,-0.128,
Robert Garrigus,2010,71,55.73,315.5,67.61,29.89,51.98,71.264,-0.164,-0.269,0.73,0.025,-0.845,2
Bubba Watson,2010,77,55.67,309.8,68.54,29.4,55.5,70.229,-0.077,0.695,0.798,0.14,-0.168,4
Jeff Overton,2010,89,55.44,297.3,66.86,29.04,56.8,70.497,0.409,0.63,0.232,0.064,-0.074,6
Andres Romero,2010,73,55.05,296,65.07,28.93,60.78,70.986,0.254,0.136,0.167,-0.101,-0.184,2
Brenden Pappas,2010,66,54.94,288.4,66.49,29.5,55.61,71.966,-0.091,-0.731,-0.593,-0.074,0.03,
Derek Lamely,2010,81,54.84,294,61.93,29.17,57,71.666,0.02,-0.592,-0.199,-0.332,-0.081,1
Charles Howell III,2010,103,54.58,294.3,68.57,28.96,64.46,70.292,0.452,0.784,-0.041,0.046,0.324,4
Ángel Cabrera,2010,64,54.49,304.5,65.78,29.48,55.15,70.919,-0.148,0.249,0.598,-0.027,-0.17,2
J.B. Holmes,2010,100,54.45,307.2,65.5,28.86,62.48,70.089,0.064,0.936,0.729,0.026,0.113,3
George McNeill,2010,79,54.34,293.4,66.03,29.32,55.49,71.207,0.319,0.028,-0.488,0.175,0.018,1
Mike Weir,2010,59,53.83,273.9,57.89,28.16,58.8,71.571,-0.018,-0.241,-1.246,0.466,0.559,1
Tim Herron,2010,79,53.49,291.7,66.51,29.36,58.86,71.171,0.171,-0.227,-0.233,-0.211,0.044,
Rich Barcelo,2010,70,52.8,287.6,61.72,28.97,54.2,71.751,0.144,-0.52,-1.027,0.228,0.13,
Phil Mickelson,2010,76,52.66,299.1,65.13,28.79,61.84,69.966,-0.147,1.001,0.185,0.738,0.228,5
John Daly,2010,63,52.21,305.7,65.66,29.78,53.53,71.697,-0.653,-0.989,0.336,-0.374,-0.298,
Jimmy Walker,2010,82,51.29,292.9,65.88,29.14,58.46,70.953,0.252,0.093,-0.538,0.336,0.047,2
Daniel Chopra,2010,74,51.27,295.9,61.64,28.88,56.16,72.194,0.361,-1.096,-0.307,-1.07,-0.084,
Martin Flores,2010,75,50.15,300.7,64.79,29.41,54,71.882,-0.106,-0.883,-0.223,-0.553,-0.001,1
